256	407	1
4196	4812	1
4856	0	1
511	509	1
34	1313	1
1674	308	-1
826	780	1
4569	4573	-1
6	353	1
1649	1728	1
4667	4676	1
5254	279	1
279	483	1
1528	1831	1
1952	3864	1
148	172	1
2052	1718	-1
1094	1679	1
1003	977	1
34	2557	1
4319	3827	1
5471	5315	1
3109	34	1
686	1127	1
2634	2825	1
275	629	1
2331	2646	1
5465	3344	1
2941	1017	1
4510	4837	1
3734	4102	1
3809	2295	1
2499	1452	1
352	1993	1
2403	2754	1
0	1362	1
34	2962	1
34	4079	1
1246	1250	1
385	467	1
3790	4676	-1
5646	5657	1
907	908	1
2391	3795	1
3879	5121	1
12	2614	1
3896	360	1
1280	2020	1
4693	4824	1
4610	5024	1
12	1316	1
218	557	1
1564	3238	1
1382	36	1
5431	5427	1
1801	1858	1
2327	1017	1
1655	1184	1
201	285	1
829	794	1
4208	2164	1
4208	1017	1
4196	3695	1
2943	2027	1
3597	4196	1
822	1347	1
3819	3222	1
1831	2396	1
5024	4498	1
4154	3780	1
4265	2634	1
4423	3648	1
2387	3464	1
3882	2641	1
1638	4832	1
3597	2493	1
442	888	1
1809	2568	-1
2641	2290	1
2700	2699	1
2669	2668	1
2027	1564	1
1017	61	-1
3827	4056	1
4162	4180	1
1947	3410	1
3390	201	1
2660	3641	1
634	56	1
1689	2187	1
4106	4203	1
4531	95	1
520	1316	1
2724	3218	1
1486	1382	1
1494	1476	1
728	631	1
2834	3158	-1
2303	2479	-1
34	4205	1
3128	4647	1
30	0	1
3934	4471	1
480	3713	1
4693	904	1
3045	2804	1
2602	2600	1
3218	1017	1
4037	4369	1
4787	4995	1
5442	1831	1
1333	36	1
1783	34	1
3785	4660	-1
2874	2646	1
4811	4505	1
227	56	1
4243	3718	1
4217	4171	1
761	706	1
2044	3062	1
2044	591	1
2834	0	1
565	831	-1
3622	3570	1
2941	3827	1
1333	2403	1
3695	34	1
238	14	1
1351	114	1
12	1564	1
414	3278	1
4755	4745	-1
3544	2027	1
1203	2084	1
846	686	1
587	586	1
3325	1564	1
3337	1017	1
40	256	1
4171	4264	1
4301	3819	1
3987	1801	1
1073	1041	1
2624	2976	1
4235	4237	1
2624	2960	1
1915	3915	1
4280	4636	1
5524	3721	1
1316	1713	1
417	774	1
5826	4319	1
1567	1715	1
4498	4290	1
2779	2905	1
1395	534	1
223	2124	1
2570	2565	1
1764	1770	1
5523	1952	1
74	131	1
1017	5528	1
3128	4196	1
4074	3102	1
545	3194	1
4685	1564	-1
4851	2044	1
2641	3224	1
545	5448	1
4837	3039	1
1385	1391	1
5362	5367	1
3794	4665	-1
2027	1665	1
1921	4178	1
3015	2932	1
5711	5690	1
2777	2027	1
2589	2377	1
2591	2066	-1
1584	0	1
3266	2312	-1
1613	1565	1
4610	4833	1
797	861	1
513	537	1
1362	2157	1
2999	4037	1
2641	3627	1
4196	4311	1
5590	4920	1
2702	2703	1
311	63	1
3393	3259	1
2303	34	1
16	417	1
3128	3934	1
3718	4117	1
2776	3668	1
1395	1542	-1
1564	2891	1
4942	4558	1
5192	4898	-1
2482	34	1
539	1472	1
2471	2066	1
3734	4198	1
4886	4887	-1
3648	4250	-1
1521	1565	1
5509	3877	1
936	1244	1
4889	4892	1
3160	3373	1
1989	2005	1
3877	5142	1
34	3175	1
34	1719	1
4622	4171	1
111	59	1
269	183	1
1049	831	1
2641	5013	1
63	471	-1
4688	2312	1
374	459	1
34	5613	1
1809	2690	1
2537	2960	1
4498	3827	1
462	424	1
3706	5654	1
4263	3819	1
2207	2327	1
3344	4439	1
3737	3379	1
1908	12	1
2124	4602	-1
5412	5711	1
4429	1547	1
4171	4786	1
1867	1184	1
40	2741	1
1952	3095	1
640	569	1
2124	4661	-1
2001	1542	1
4280	360	1
3698	4327	1
2599	4492	1
3128	2646	1
98	68	1
2403	3829	1
303	2097	1
4829	4608	-1
68	61	1
294	1090	1
728	529	1
35	3449	1
308	1142	-1
12	2606	1
34	2768	1
345	643	1
2122	1938	1
2396	1584	1
2377	6	1
1200	2228	-1
5012	4388	1
3827	3597	1
1017	2251	1
4707	4813	-1
34	2646	1
3282	2321	1
1859	1872	1
3313	134	-1
1947	2069	1
177	2403	1
3803	2016	-1
3464	3718	1
203	1362	-1
2941	4552	1
2066	3760	1
2657	2175	1
769	1022	1
1614	1710	1
4545	624	1
3923	2641	1
3128	4070	1
105	95	1
3160	3419	1
2223	2304	1
1112	491	1
2193	5505	1
0	1952	1
40	1051	1
904	4123	1
2709	3253	1
321	1853	1
2027	1953	1
3827	2403	1
2551	12	1
2725	2786	-1
1618	1565	1
2305	2265	1
3802	4083	1
3749	545	1
137	131	1
3787	4674	-1
2053	214	1
3879	4647	1
4558	4883	1
3971	3979	1
1106	633	1
4677	4634	-1
4083	4184	1
4745	4451	1
1375	1442	-1
2066	2228	-1
837	930	1
112	3970	1
1898	2962	1
2641	3645	1
1554	2387	1
3735	3780	1
5315	1809	-1
4924	4118	1
4303	2430	1
494	1321	1
12	646	1
4859	544	1
915	479	1
1383	634	1
22	940	1
3988	34	1
4760	4634	1
4399	4656	1
1809	4745	-1
4597	2599	1
1809	5020	-1
5054	4786	1
1472	2053	1
4728	4568	1
414	1280	1
4634	899	1
1809	4660	-1
131	180	1
3780	4330	1
3812	4314	1
34	5155	1
5469	4648	1
731	3544	1
1017	4281	1
2955	2265	1
5898	5438	1
1091	393	1
1565	352	1
1365	1221	1
1859	1805	1
4558	4942	1
5609	5503	1
1565	591	1
1573	1385	1
5477	5645	1
4489	4412	-1
4171	4251	1
3713	2295	1
2641	2475	1
536	3743	-1
2732	2727	1
4895	4896	1
5438	5898	1
704	826	1
1455	545	1
431	273	1
2251	4854	1
2193	3934	1
4037	3450	1
0	131	1
382	267	1
1316	1317	1
5	686	1
4610	5177	1
2143	1763	1
1839	1838	1
4665	4728	-1
2324	4196	1
2941	4218	1
4196	2709	1
687	297	1
1688	3743	-1
3005	2261	1
1550	103	1
1582	1565	1
2290	1017	1
114	1734	1
605	3743	-1
1402	1584	1
4642	3577	1
3597	3734	1
1052	491	1
4778	4951	1
1527	5392	1
713	790	1
256	249	1
2086	2044	1
1012	522	1
1561	536	1
904	2724	1
498	197	1
784	201	1
3530	4196	1
5505	4924	1
1542	2681	1
35	3592	1
2641	3827	1
1411	1316	1
34	491	1
2634	2888	1
2193	869	-1
2474	2514	1
467	1301	1
904	1565	1
2066	2331	1
2492	394	1
5286	987	1
1280	1395	1
53	0	1
2876	377	-1
2564	3315	1
34	3315	1
424	134	1
704	1333	1
3836	4275	1
3017	4329	1
3718	4543	-1
5	2186	1
3713	3896	1
2690	2543	-1
4920	1547	1
5553	5552	1
578	272	1
508	511	1
2142	2154	1
3000	2321	1
1898	2802	1
475	185	1
1743	1824	1
128	53	1
185	268	1
2052	2072	1
2044	3819	1
2941	3713	1
5022	4957	1
4751	4037	1
3453	1763	1
4290	5903	1
2201	1503	1
2027	2837	1
549	201	1
563	597	1
2667	1809	1
4498	4673	1
3526	5383	-1
1638	3548	1
3428	3896	1
3394	2641	1
393	1091	1
1385	2573	-1
3734	3714	1
2044	5157	1
1017	4252	1
5477	5475	1
2124	5328	-1
3039	5471	1
2933	5545	-1
1692	0	1
2641	3390	1
904	1583	1
2268	2124	1
12	1743	1
2027	1189	1
345	939	1
5226	5853	1
34	389	1
5121	3879	1
961	724	1
3896	4290	1
44	314	1
724	779	1
2724	2295	1
4106	4295	1
279	386	1
2296	549	1
1000	927	1
4883	4692	1
3192	3313	1
615	6	1
3128	4778	1
2283	4194	1
5065	5068	1
545	1043	1
1347	539	1
4196	3718	1
12	605	-1
1316	1501	1
1966	5771	1
34	1539	1
5366	5420	1
2118	532	1
467	133	1
2624	3450	1
1301	545	1
3669	3668	1
1809	4674	-1
2362	2197	1
1469	1395	1
4982	5012	1
3183	4171	1
1395	1000	1
114	2	-1
3464	3734	1
2324	2724	1
2641	3542	1
201	235	1
493	385	1
1831	709	1
5402	5397	1
2066	3794	-1
1091	1105	1
3407	2692	1
2824	2634	1
3053	2274	-1
3780	3850	1
3294	3295	1
3544	134	-1
5821	3706	1
12	1831	1
831	955	1
3585	3589	1
1898	3796	1
2306	2193	1
2213	1831	1
605	664	1
1017	229	1
3800	686	1
1611	1498	1
2124	61	-1
2933	4325	-1
490	248	1
5420	5366	1
1161	1347	1
4569	5464	1
1395	3024	-1
4682	904	-1
1859	2230	1
1915	1993	1
1770	1883	1
5456	1315	1
2172	2506	1
3793	4732	-1
100	0	1
545	352	1
4693	4486	1
3104	3597	1
910	1325	1
2044	1564	1
4679	4680	1
1376	1410	1
3788	4665	-1
3987	5637	-1
1542	424	-1
2117	1614	1
2027	2599	1
0	4920	1
2242	2112	1
663	538	1
1831	2732	1
977	776	1
4253	4553	1
1489	40	1
728	40	1
4535	3836	1
4407	544	1
3896	3450	1
2387	3758	-1
4196	4303	1
1528	1696	1
2699	2702	1
2343	1564	1
4423	2941	1
2086	2094	1
4196	4795	1
1892	2117	1
1719	34	1
3896	3344	1
2737	2736	1
4647	3879	1
1814	1809	1
2599	4448	1
1271	4265	1
643	677	1
1375	521	1
4171	5732	-1
2641	2211	1
3208	34	1
374	539	1
2387	3643	1
1809	480	1
971	907	1
34	1355	1
1712	1932	1
1778	1743	1
34	5134	1
881	4037	1
5528	360	1
607	922	1
521	2187	1
427	255	1
1516	1289	1
5654	5505	1
538	2387	-1
4526	4362	1
1052	881	1
112	134	1
2243	1584	1
2124	1849	1
3877	3571	1
569	815	1
0	5	1
3165	2646	1
3698	4362	1
107	6	1
597	672	1
5	113	1
34	5791	1
2109	4693	1
3824	2641	1
3163	1017	1
1385	2737	-1
1351	1486	1
1809	1951	1
4204	1734	1
4265	3629	1
1801	2343	1
3541	3106	1
2834	2497	1
34	3445	1
4531	5897	-1
459	6	1
1952	2729	1
1106	1226	1
2273	303	1
1052	112	1
3896	4552	1
1914	1280	1
5630	5664	1
1347	591	1
1271	2918	-1
2641	2967	1
4196	5507	1
155	12	1
1352	904	1
518	59	1
1435	40	1
2140	936	1
3902	4697	1
2941	4632	1
626	38	1
1809	3229	1
2130	3896	1
3891	3734	1
851	131	1
1809	4667	-1
2866	2634	1
4610	411	-1
451	609	1
3106	4030	1
2345	731	1
4787	4171	1
1952	2962	1
2391	2295	1
3629	4514	1
3017	4026	1
1611	3544	1
4196	2495	1
947	1434	1
1051	2641	1
1316	1462	1
2723	2847	1
360	4118	1
299	267	1
3344	1814	1
4235	639	1
255	205	1
2310	2348	1
4610	4283	1
1743	1807	1
2624	31	1
63	502	1
474	754	1
3316	4693	1
2779	2986	1
2599	2709	1
3793	4660	-1
2732	2027	1
906	1035	1
5226	545	1
767	229	1
5505	1734	1
2769	491	1
303	1385	1
1584	1764	1
2124	0	1
3837	3827	1
3755	3756	1
4338	1768	-1
1920	2309	1
4186	3218	1
2710	2969	-1
1351	1311	1
3934	4475	1
3846	3526	1
4290	1385	1
2495	2641	1
3017	3871	1
4542	4549	-1
371	221	1
2646	3759	-1
3915	4421	1
3135	1952	1
1915	1395	1
4858	4868	1
2251	4300	1
4859	5753	-1
3975	3640	1
1395	2635	1
936	922	1
2387	40	1
539	1326	-1
624	3451	1
4106	4321	1
2066	229	1
1831	5027	1
2066	2016	-1
360	2834	1
3809	3979	1
3987	545	1
4364	4290	1
4641	34	1
491	1301	1
4561	34	1
2678	2124	1
4208	4634	1
34	2971	1
3698	3546	1
3655	3334	1
2265	549	1
255	1692	1
1770	1611	1
2027	3365	1
4667	4732	1
5032	5027	1
3640	4096	1
2673	2674	1
2298	2388	1
728	2641	1
4253	4692	1
5362	5197	-1
414	4520	1
5226	5250	1
1584	1772	1
398	407	1
3572	3576	1
545	1849	1
1004	1049	1
0	108	1
5471	4250	1
3659	3746	1
2634	2729	1
2124	3428	1
2936	74	-1
1788	1692	1
3511	3764	1
2941	5507	1
1385	1524	1
5684	5611	1
40	85	1
813	779	1
1089	373	1
688	629	1
3062	1952	1
1565	545	1
3218	492	1
1333	1526	1
1952	545	1
113	20	1
111	1689	1
1743	92	1
4515	34	1
1676	111	1
4489	4610	1
2805	2634	1
2213	2180	1
2027	2436	1
445	308	1
2957	2896	1
3902	3450	1
2624	2039	1
12	2213	1
1763	2143	1
5201	5202	1
1556	2175	1
1920	1052	1
2130	2105	1
774	1464	1
4290	5611	1
56	109	1
1952	1200	1
4630	2941	1
5810	1351	1
3112	2027	1
1395	1528	1
4553	4399	1
205	239	1
34	4876	1
1395	1352	1
256	265	1
206	629	1
1831	3004	1
5895	5506	1
2092	2027	1
2386	2112	1
1206	1378	1
3721	4920	1
1628	1695	1
244	243	1
3695	2641	1
2631	2627	1
362	4171	1
2230	2124	1
2695	1898	1
3922	3734	1
672	597	1
633	63	1
5521	2869	1
3794	4671	-1
2124	4997	1
1674	1743	1
3694	3903	1
2687	2641	1
3827	3734	1
2387	1393	-1
4479	4481	1
4527	4037	1
34	2128	1
480	2387	-1
4837	1915	1
34	1483	1
2084	2222	-1
5635	3428	1
2624	3475	1
2027	3218	1
221	294	1
356	916	1
4552	2599	1
3722	4097	1
6	5427	1
5456	2044	1
2599	3498	1
5737	1200	-1
2124	5234	-1
1685	1689	1
3789	2016	-1
1584	2922	1
1486	0	1
4649	4929	1
2562	545	1
4329	4397	1
2027	2682	-1
1770	1954	1
1200	2435	1
2897	3444	1
2317	1395	1
5593	3639	1
6	1664	1
3572	4037	1
2585	545	1
3717	5080	-1
2126	3641	-1
1395	191	1
4558	5188	-1
1362	177	1
3597	3121	1
34	2332	1
2066	4106	1
1271	2295	1
1333	4283	1
2066	1764	-1
906	974	1
3900	2730	1
1093	1388	1
3077	2641	1
34	2475	1
3699	3218	1
1216	35	1
1017	2999	1
3017	4397	1
539	1385	1
1953	1809	1
3511	3259	1
3715	2003	1
1190	2112	1
103	295	1
2044	5158	-1
1565	1724	1
1161	352	1
415	0	1
4106	4644	-1
1280	1947	1
3987	5425	1
545	2586	1
1898	2893	1
2283	4163	1
646	686	1
4573	4569	1
339	59	1
1091	971	1
5800	5803	-1
4307	4617	1
34	2529	-1
59	74	1
1362	3755	-1
5012	4196	1
762	633	1
483	686	1
2232	2564	1
1017	3827	1
311	3365	1
1845	1382	-1
1966	1017	1
2941	639	1
780	1052	1
34	3198	1
1966	2641	1
3639	1511	1
822	1770	-1
3197	2762	1
1856	34	1
3351	2660	1
0	142	1
4364	2834	1
4384	3864	-1
2730	3900	1
3112	3346	1
577	404	1
1742	447	1
12	831	-1
393	515	1
3128	2537	1
3135	2762	1
483	352	1
3648	4196	1
1315	145	1
666	641	1
3451	3464	1
5354	2834	1
1674	1904	1
2624	2062	1
1938	2268	1
3376	2429	1
4607	2641	1
373	345	1
1527	1845	-1
881	1584	1
1904	1472	1
576	461	1
4359	2941	1
2852	1952	1
3827	4514	1
1554	2140	1
1764	1280	1
2267	1542	-1
34	5604	1
823	479	1
1614	2232	1
5314	1730	1
1920	2017	1
2377	4171	1
362	1809	1
1221	2310	1
3652	3734	1
1628	103	1
1477	774	1
3922	3814	1
646	673	1
1306	962	1
4290	4303	1
5590	2396	1
2295	2728	1
1898	3005	1
936	549	1
1681	1385	1
2124	5107	-1
235	151	1
4744	4693	-1
34	3174	1
1161	780	1
1464	1353	1
1952	3090	1
3044	3088	1
2409	2027	1
4761	3896	1
4433	1970	1
395	142	1
2387	1814	1
407	404	1
3827	4021	1
5410	4648	1
3451	5471	-1
4162	394	1
142	1067	1
519	395	1
34	2576	1
2124	5147	-1
5580	5442	1
4290	5315	1
2016	1801	1
282	417	1
1809	2602	-1
160	176	1
1730	3648	1
3577	4460	1
3520	3521	1
3464	2175	1
6	253	1
1730	4531	1
5315	5590	1
2741	1831	1
34	1796	1
1938	134	1
1382	1547	1
1241	1093	1
2641	3448	1
34	5273	1
2295	2302	1
1763	4113	1
2724	1632	1
4531	3269	-1
904	4125	1
1752	1611	1
3792	4665	-1
1422	467	1
1742	3218	1
2646	5213	-1
904	4319	1
4752	4321	1
3235	3118	1
5617	5618	1
2001	427	1
2426	3028	1
4936	4558	1
2364	2295	1
12	539	1
386	385	1
2387	3145	1
2265	3569	-1
63	642	1
12	1915	1
2834	2779	1
0	521	1
1402	904	1
1199	1027	1
1808	87	1
4171	3017	1
3743	2933	1
1362	3756	-1
686	821	1
435	659	1
665	1161	1
5505	5439	1
5666	3803	1
686	303	1
1213	445	1
3823	5104	1
5524	3706	1
1564	4653	-1
1756	2265	1
3159	3744	1
663	1442	-1
3159	3388	1
5306	279	1
3706	3344	-1
831	240	1
1556	2483	1
2641	4523	1
1809	269	1
4510	4592	1
785	591	1
3698	4354	1
1017	904	1
1809	5982	1
1333	3112	1
1317	4491	-1
4253	3698	1
4410	4171	1
3713	2044	1
2641	2993	1
214	2186	1
34	2333	1
2634	3034	1
1884	2027	1
4610	2321	1
317	61	1
2621	2620	1
3480	3365	1
4408	3718	1
5397	5402	1
1809	4687	-1
5505	3877	1
2342	1938	1
34	2193	1
3489	3528	1
4112	2641	1
2027	2070	1
3098	201	1
111	22	1
2387	4303	1
134	1333	1
536	735	1
3915	3902	1
4439	3344	1
214	2066	1
4075	2951	1
3756	3755	1
2172	2094	1
2239	2079	1
3987	1393	1
197	533	1
4030	3879	1
292	61	1
1614	6	1
977	1024	1
549	269	1
2066	250	1
631	501	1
1565	1617	1
4030	4106	1
3588	1216	1
34	2038	1
1754	3734	1
4693	4572	1
2540	2539	1
3652	1554	1
1898	1203	1
345	344	1
1898	2086	1
208	633	1
631	1232	1
1051	2044	1
5942	5457	1
2124	5711	1
4283	3902	1
1895	2027	1
2641	2049	1
526	3597	1
3856	4660	-1
4280	4384	1
3669	2295	1
3055	2200	1
3836	4253	1
34	1440	1
1382	0	1
545	4319	1
5776	34	1
3313	1838	-1
183	269	1
2624	3819	1
1184	1947	1
560	1253	1
3017	5389	1
534	468	1
309	24	1
1936	822	1
2690	2573	-1
2090	201	1
3128	2166	1
3571	4920	1
440	344	1
1046	831	1
1017	2197	1
4955	3128	1
1988	904	1
3277	1809	1
1638	1809	1
2124	4278	1
2066	2366	-1
3451	4885	1
4196	1730	1
2624	3734	1
1498	1385	1
578	0	1
1554	801	1
3128	3952	1
229	400	1
1333	3734	1
2062	2309	1
5007	545	1
395	269	1
1385	1633	1
5293	3648	1
134	1584	1
5949	4204	1
349	63	1
3620	4529	1
201	234	1
2071	1097	1
1308	928	1
407	392	1
3912	2641	1
3039	4648	1
545	1351	1
3444	12	1
4794	3216	1
2641	1270	1
453	407	1
34	1674	1
2942	2387	1
34	3226	1
4387	4030	1
2677	2066	-1
4290	3544	1
4926	4929	1
2387	2689	-1
663	1153	-1
400	229	1
4517	4722	1
4685	1809	-1
904	134	1
1966	1564	1
1937	4510	1
2324	3734	1
4754	4634	1
1810	1955	-1
2327	2560	-1
5524	5156	1
1717	1567	1
6	1595	1
2265	2539	-1
1656	1635	1
12	9	1
1035	906	1
3879	4279	1
5611	2933	1
347	382	1
2653	2295	1
3128	3944	1
321	378	1
5226	3987	1
2890	2897	1
2251	1333	1
3896	1611	1
4314	5291	1
2044	4361	1
3450	2302	1
1730	2710	1
1200	1884	1
1614	3397	1
3681	2295	1
458	474	1
2551	1542	-1
283	2657	1
1333	183	1
2634	3871	1
2822	2781	1
254	59	1
4936	3167	1
3316	1898	1
4171	2999	1
1178	774	1
2641	2471	1
5880	4531	1
3909	5471	1
646	308	1
3668	3328	1
1619	721	1
103	110	1
345	398	1
34	1452	1
4927	3734	1
360	2724	-1
1382	1520	1
1464	774	1
3451	5607	1
201	2723	1
2624	4610	1
4253	2315	1
134	2295	1
904	1879	1
3845	3489	1
5634	4381	1
728	2397	1
3544	3803	1
1633	1385	1
2027	2924	1
569	573	1
3648	4458	1
4265	4287	1
2016	2537	1
3493	34	1
34	2483	1
34	27	1
1528	491	1
769	538	1
1365	1425	1
1777	1859	1
615	632	1
1300	1093	1
3721	5613	1
1008	1047	1
1584	2599	1
3790	4682	-1
3668	3403	1
2044	1017	1
2066	3803	1
5514	4924	1
4212	2396	1
3318	2044	1
2396	549	1
3851	3850	1
3819	4235	1
2641	3388	1
2295	2392	1
1385	1498	1
1743	904	1
12	1920	1
2933	5685	-1
4209	2109	1
6	1033	1
1428	467	1
3721	1351	1
3128	942	1
3450	4648	1
34	4462	1
1244	34	1
1753	2197	1
34	5923	1
1351	1153	-1
4514	2537	1
2296	1921	1
1822	34	1
2124	545	1
256	333	1
1412	1528	1
569	572	1
2816	2251	1
4634	1393	1
1333	3106	1
2124	5343	-1
5634	5686	1
1542	134	-1
534	766	1
881	1887	1
2149	1184	1
586	587	1
4763	3259	1
1871	1839	1
4760	4451	1
2779	1799	1
1628	663	1
1584	2305	1
3819	3609	1
3987	5564	1
961	1025	1
3867	3734	1
1351	3469	1
651	461	1
1898	2090	1
779	25	1
4173	4174	1
2560	1584	1
6	546	1
201	2091	1
148	24	1
2641	3335	1
4106	3560	1
2387	3743	-1
4523	2641	1
1787	1752	1
3303	34	1
5653	5315	1
776	20	1
143	666	1
3734	63	1
2112	273	1
2641	3347	1
1200	2721	-1
256	413	1
1365	539	1
2124	5313	-1
2295	3310	1
3846	3883	1
201	2027	1
401	960	1
831	926	1
831	616	1
1674	1316	1
4171	4124	1
3128	3829	1
3985	5647	1
4030	3914	1
3718	3734	1
2043	201	1
1216	1285	1
2370	1952	1
4344	2403	1
2124	5405	-1
4985	2295	1
34	3741	1
3086	3340	1
2334	1216	1
6	418	1
2565	2569	1
4806	3745	1
3786	4685	-1
3597	4553	1
1898	521	1
134	2175	1
4171	4278	-1
1118	1064	1
2124	214	1
1809	2657	1
1669	1673	1
103	59	1
2783	1809	1
5524	5642	1
4874	3896	1
4742	4750	-1
1884	1528	1
2191	2079	1
4280	4457	1
303	2084	1
4037	4693	1
2193	2017	1
2834	2175	1
1915	2599	1
360	1564	1
3827	3902	1
5439	4859	1
2124	4477	1
385	197	1
2471	2754	1
1167	203	1
1270	1799	1
904	2305	1
1990	3623	1
27	131	1
2641	2342	-1
467	112	1
63	486	1
2727	2588	1
5117	3749	1
261	529	1
1818	2197	1
4171	2377	1
169	141	1
2867	2847	1
2066	1730	1
1184	1867	1
3167	2641	1
1376	1378	1
5528	5546	-1
352	1564	1
34	2171	1
3896	3902	1
3902	4364	1
94	34	1
3915	4265	1
